"","country","year","infant_mortality","life_expectancy","fertility","population","gdpPercap"
"475","Brazil",1966,112.1,58.07,5.66,86494987,1583
"476","Brazil",1967,109.8,58.49,5.49,88853679,1617
"477","Brazil",1968,107.4,58.91,5.33,91213009,1755
"478","Brazil",1969,105,59.31,5.17,93585746,1877
"479","Brazil",1970,102.5,59.73,5.02,95982453,1990
"480","Brazil",1971,100,60.14,4.9,98402200,2161
"481","Brazil",1972,97.4,60.56,4.78,100844391,2363
"482","Brazil",1973,94.9,60.98,4.68,103320787,2628
"483","Brazil",1974,92.3,61.41,4.59,105846274,2798
"484","Brazil",1975,89.8,61.84,4.5,108431284,2873
"485","Brazil",1976,87.3,62.27,4.42,111076063,3080
"486","Brazil",1977,84.7,62.68,4.34,113776467,3145
"487","Brazil",1978,82,63.07,4.26,116532153,3170
"488","Brazil",1979,79,63.45,4.17,119341444,3305
"489","Brazil",1980,75.9,63.81,4.07,122199721,3521
"490","Brazil",1981,72.7,64.18,3.97,125107382,3288
"491","Brazil",1982,69.7,64.55,3.85,128054757,3231
"492","Brazil",1983,66.7,64.94,3.72,131014337,3051
"493","Brazil",1984,64,65.34,3.59,133950551,3141
"494","Brazil",1985,61.4,65.76,3.45,136836428,3319
"495","Brazil",1986,59,66.18,3.31,139664639,3512
"496","Brazil",1987,56.8,66.6,3.17,142437479,3567
"497","Brazil",1988,54.8,67.04,3.04,145150468,3497
"498","Brazil",1989,52.8,67.47,2.92,147801816,3547
"499","Brazil",1990,50.9,67.9,2.81,150393143,3336
"500","Brazil",1991,48.9,68.1,2.72,152916852,3330
"501","Brazil",1992,46.8,68.3,2.64,155379009,3262
"502","Brazil",1993,44.6,68.5,2.58,157812220,3362
"503","Brazil",1994,42.2,68.8,2.54,160260508,3487
"504","Brazil",1995,39.7,69,2.5,162755054,3585
"505","Brazil",1996,37.2,69.3,2.47,165303155,3606
"506","Brazil",1997,34.8,69.6,2.45,167893835,3670
"507","Brazil",1998,32.4,69.9,2.43,170516482,3615
"508","Brazil",1999,30.2,70.3,2.4,173153066,3569
"509","Brazil",2000,28.1,70.7,2.36,175786441,3667
"510","Brazil",2001,26.1,71.1,2.32,178419396,3660
"511","Brazil",2002,24.3,71.4,2.26,181045592,3703
"512","Brazil",2003,22.5,71.7,2.2,183627339,3693
"513","Brazil",2004,21,72,2.14,186116363,3852
"514","Brazil",2005,19.5,72.4,2.07,188479240,3924
"515","Brazil",2006,18.2,72.7,2,190698241,4031
"516","Brazil",2007,17.1,73,1.94,192784521,4231
"517","Brazil",2008,16.2,73.2,1.9,194769696,4404
"518","Brazil",2009,15.4,73.4,1.86,196701298,4347
"519","Brazil",2010,14.8,73.6,1.84,198614208,4629
"520","Brazil",2011,14.4,73.8,1.82,200517584,4710
"521","Burkina Faso",1960,161.3,35.21,6.29,4829291,123
"522","Burkina Faso",1961,159.4,35.72,6.32,4894578,126
"523","Burkina Faso",1962,157.5,36.23,6.34,4960325,132
"524","Burkina Faso",1963,155.8,36.75,6.38,5027818,129
"525","Burkina Faso",1964,154.3,37.27,6.41,5098892,130
"526","Burkina Faso",1965,153,37.8,6.45,5174869,133
"527","Burkina Faso",1966,151.8,38.3,6.49,5256363,132
"528","Burkina Faso",1967,150.9,38.8,6.53,5343020,141
"529","Burkina Faso",1968,150.2,39.3,6.56,5434040,143
"530","Burkina Faso",1969,149.7,39.78,6.59,5528172,143
"531","Burkina Faso",1970,149.3,40.27,6.62,5624597,141
"532","Burkina Faso",1971,148.5,40.75,6.66,5723379,140
"533","Burkina Faso",1972,147.1,41.25,6.7,5825171,141
"534","Burkina Faso",1973,144.6,41.78,6.74,5930487,139
"535","Burkina Faso",1974,141,42.36,6.8,6040044,148
"536","Burkina Faso",1975,136.6,43,6.86,6154548,150
"537","Burkina Faso",1976,131.9,43.74,6.92,6274037,159
"538","Burkina Faso",1977,127.4,44.61,6.98,6398937,157
"539","Burkina Faso",1978,123.4,45.56,7.04,6530820,161
"540","Burkina Faso",1979,120.2,46.58,7.09,6671659,163
"541","Burkina Faso",1980,117.6,47.61,7.13,6822840,161
"542","Burkina Faso",1981,115.6,48.58,7.15,6985158,164
"543","Burkina Faso",1982,113.9,49.45,7.17,7158256,175
"544","Burkina Faso",1983,112.4,50.17,7.17,7340907,171
"545","Burkina Faso",1984,110.8,50.71,7.16,7531244,164
"546","Burkina Faso",1985,109,51.08,7.14,7727912,173
"547","Burkina Faso",1986,107.1,51.28,7.12,7930690,183
"548","Burkina Faso",1987,105.3,51.38,7.09,8140076,177
"549","Burkina Faso",1988,103.8,51.42,7.06,8356306,183
"550","Burkina Faso",1989,102.9,51.42,7.04,8579825,182
"551","Burkina Faso",1990,102.5,51.4,7.01,8811033,176
"552","Burkina Faso",1991,102.3,51.4,6.98,9050090,187
"553","Burkina Faso",1992,102.4,51.3,6.95,9297116,182
"554","Burkina Faso",1993,102.4,51.3,6.92,9552473,184
"555","Burkina Faso",1994,102.1,51.3,6.88,9816586,181
"556","Burkina Faso",1995,101.4,51.3,6.84,10089876,186
"557","Burkina Faso",1996,100.5,51.5,6.8,10372809,201
"558","Burkina Faso",1997,99.4,51.6,6.75,10665781,208
"559","Burkina Faso",1998,98.3,51.8,6.7,10969093,217
"560","Burkina Faso",1999,97.3,52.2,6.65,11283016,227
"561","Burkina Faso",2000,96.2,52.6,6.59,11607944,224
"562","Burkina Faso",2001,95,53.2,6.53,11943740,233
"563","Burkina Faso",2002,93.4,53.8,6.47,12290984,237
"564","Burkina Faso",2003,91.4,54.5,6.4,12651596,248
"565","Burkina Faso",2004,88.9,55.1,6.34,13028039,252
"566","Burkina Faso",2005,86,55.9,6.27,13421929,266
"567","Burkina Faso",2006,82.7,56.6,6.19,13834195,276
"568","Burkina Faso",2007,79.2,57.4,6.12,14264002,277
"569","Burkina Faso",2008,75.8,58,6.04,14709011,284
"570","Burkina Faso",2009,72.5,58.5,5.95,15165856,284
"571","Burkina Faso",2010,69.7,59,5.87,15632066,297
"572","Burkina Faso",2011,67.3,59.5,5.78,16106851,301
"573","Burundi",1960,145.1,40.58,6.95,2786740,122
"574","Burundi",1961,144.8,40.85,7,2840375,103
"575","Burundi",1962,144.6,41.13,7.05,2894510,110
"576","Burundi",1963,144.3,41.41,7.09,2950903,113
"577","Burundi",1964,142.8,41.69,7.14,3011957,117
"578","Burundi",1965,143.6,41.95,7.18,3079034,119
"579","Burundi",1966,144.5,42.18,7.22,3153879,122
"580","Burundi",1967,145.3,42.37,7.25,3235125,135
"581","Burundi",1968,145.9,42.52,7.27,3317315,132
"582","Burundi",1969,146.2,42.65,7.29,3392949,127
"583","Burundi",1970,146.4,42.76,7.31,3457113,151
"584","Burundi",1971,146.3,42.91,7.33,3507593,153
"585","Burundi",1972,146.2,43.1,7.35,3547335,142
"586","Burundi",1973,146.1,43.35,7.37,3582952,150
"587","Burundi",1974,146,43.66,7.4,3623853,147
"588","Burundi",1975,145.7,44.02,7.42,3676991,146
"589","Burundi",1976,144.8,44.43,7.44,3744696,155
"590","Burundi",1977,143,44.84,7.45,3825484,169
"591","Burundi",1978,140,45.24,7.46,3917866,163
"592","Burundi",1979,136,45.6,7.46,4018927,162
"593","Burundi",1980,131.1,45.93,7.45,4126544,159
"594","Burundi",1981,125.8,46.22,7.45,4239673,174
"595","Burundi",1982,120.3,46.49,7.45,4359122,167
"596","Burundi",1983,115,46.75,7.47,4486613,169
"597","Burundi",1984,110.6,46.95,7.49,4624617,164
"598","Burundi",1985,106.9,47.08,7.52,4774258,177
"599","Burundi",1986,104.5,47.05,7.55,4936429,177
"600","Burundi",1987,103.3,46.88,7.57,5108581,181
"601","Burundi",1988,103,46.54,7.57,5284173,183
"602","Burundi",1989,103.3,46.1,7.56,5454475,180
"603","Burundi",1990,103.9,45.6,7.54,5613141,181
"604","Burundi",1991,104.5,45.4,7.51,5759429,185
"605","Burundi",1992,104.8,45.3,7.47,5895131,183
"606","Burundi",1993,104.8,45.1,7.42,6019901,168
"607","Burundi",1994,104.3,45,7.37,6134041,158
"608","Burundi",1995,103.2,44.5,7.32,6239030,143
"609","Burundi",1996,101.7,44.3,7.27,6333415,130
"610","Burundi",1997,100,45,7.22,6420397,126
"611","Burundi",1998,97.9,45.5,7.17,6511920,130
"612","Burundi",1999,95.7,46.3,7.11,6623707,127
"613","Burundi",2000,93.4,46.7,7.06,6767073,123
"614","Burundi",2001,91,48.4,7,6946720,122
"615","Burundi",2002,88.6,49.8,6.94,7159918,124
"616","Burundi",2003,85.8,51.3,6.87,7401215,118
"617","Burundi",2004,82.9,53,6.8,7661613,120
"618","Burundi",2005,79.7,54.7,6.73,7934213,117
"619","Burundi",2006,76.2,56.4,6.65,8218070,119
"620","Burundi",2007,72.7,57.9,6.57,8514578,120
"621","Burundi",2008,69.3,59.1,6.48,8821795,122
"622","Burundi",2009,66.4,60,6.39,9137786,122
"623","Burundi",2010,63.8,60.4,6.3,9461117,122
"624","Burundi",2011,61.6,60.8,6.21,9790151,123
"625","Cameroon",1960,166.9,43.46,5.65,5361367,473
"626","Cameroon",1961,163.3,44,5.71,5474509,508
"627","Cameroon",1962,160.5,44.53,5.77,5593768,513
"628","Cameroon",1963,158.1,45.07,5.83,5719135,520
"629","Cameroon",1964,155.5,45.59,5.89,5850454,527
"630","Cameroon",1965,152.2,46.13,5.95,5987671,525
"631","Cameroon",1966,148.1,46.67,6.01,6130990,536
"632","Cameroon",1967,143.1,47.22,6.06,6280743,466
"633","Cameroon",1968,137.3,47.79,6.11,6437157,484
"634","Cameroon",1969,131.5,48.37,6.16,6600479,495
"635","Cameroon",1970,126.2,48.97,6.21,6770967,498
"636","Cameroon",1971,121.6,49.59,6.25,6948847,502
"637","Cameroon",1972,118.2,50.22,6.29,7134374,502
"638","Cameroon",1973,116,50.85,6.32,7327874,515
"639","Cameroon",1974,114.7,51.49,6.36,7529704,555
"640","Cameroon",1975,114.3,52.13,6.39,7740196,600
"641","Cameroon",1976,114.2,52.74,6.43,7959500,552
"642","Cameroon",1977,113.9,53.36,6.47,8187840,610
"643","Cameroon",1978,113,53.95,6.52,8425707,723
"644","Cameroon",1979,111.4,54.52,6.56,8673666,745
"645","Cameroon",1980,109.2,55.06,6.61,8932121,709
"646","Cameroon",1981,106.3,55.56,6.65,9201146,806
"647","Cameroon",1982,103.1,56.03,6.68,9480638,841
"648","Cameroon",1983,99.5,56.45,6.7,9770555,872
"649","Cameroon",1984,95.8,56.83,6.71,10070779,910
"650","Cameroon",1985,92.4,57.17,6.7,10381098,954
"651","Cameroon",1986,89.4,57.48,6.67,10701458,988
"652","Cameroon",1987,87.2,57.75,6.63,11031515,937
"653","Cameroon",1988,85.8,58.01,6.57,11370394,838
"654","Cameroon",1989,85.2,58.22,6.51,11716975,799
"655","Cameroon",1990,85.6,58.4,6.43,12070359,728
"656","Cameroon",1991,86.7,58.2,6.35,12430311,680
"657","Cameroon",1992,88.2,57.9,6.26,12796739,640
"658","Cameroon",1993,89.9,57.4,6.17,13169100,602
"659","Cameroon",1994,91.5,57,6.08,13546823,570
"660","Cameroon",1995,93,56.5,5.99,13929575,573
"661","Cameroon",1996,94.1,56.2,5.9,14317191,585
"662","Cameroon",1997,94.7,55.5,5.82,14709961,599
"663","Cameroon",1998,94.7,55,5.75,15108630,613
"664","Cameroon",1999,93.8,54.7,5.68,15514249,623
"665","Cameroon",2000,91.9,54.3,5.62,15927713,632
"666","Cameroon",2001,89.3,54.2,5.57,16349364,644
"667","Cameroon",2002,86.2,54.2,5.52,16779434,652
"668","Cameroon",2003,83.1,54.3,5.46,17218591,661
"669","Cameroon",2004,80.3,54.4,5.41,17667576,668
"670","Cameroon",2005,77.8,54.9,5.36,18126999,666
"671","Cameroon",2006,75.3,55.4,5.3,18597109,670
"672","Cameroon",2007,73.1,55.7,5.24,19078100,676
"673","Cameroon",2008,70.8,56.6,5.17,19570418,678
"674","Cameroon",2009,68.8,57.3,5.09,20074522,675
"675","Cameroon",2010,66.2,57.8,5.02,20590666,679
"676","Cameroon",2011,64.4,58.1,4.94,21119065,687
"677","Canada",1960,27.8,71,3.91,17909232,9374
"678","Canada",1961,27,71.22,3.85,18295922,9466
"679","Canada",1962,26,71.25,3.77,18659663,9942
"680","Canada",1963,25.1,71.26,3.68,19007305,10266
"681","Canada",1964,24,71.64,3.51,19349346,10761
"682","Canada",1965,23.1,71.74,3.15,19693538,11274
"683","Canada",1966,22.1,71.86,2.81,20041006,11808
"684","Canada",1967,21.2,72.07,2.6,20389445,11945
"685","Canada",1968,20.2,72.23,2.46,20739031,12365
"686","Canada",1969,19.4,72.39,2.41,21089228,12800
"687","Canada",1970,18.5,72.58,2.31,21439200,12916
"688","Canada",1971,17.7,72.91,2.14,21790338,13231
"689","Canada",1972,16.7,72.81,1.97,22141998,13730
"690","Canada",1973,15.9,73.04,1.88,22488744,14460
"691","Canada",1974,15,73.12,1.83,22823272,14774
"692","Canada",1975,14.2,73.41,1.83,23140609,14837
"693","Canada",1976,13.3,73.84,1.78,23439940,15409
"694","Canada",1977,12.5,74.13,1.75,23723801,15751
"695","Canada",1978,11.8,74.46,1.7,23994948,16189
"696","Canada",1979,11,74.81,1.7,24257594,16623
"697","Canada",1980,10.3,75.05,1.68,24515788,16804
"698","Canada",1981,9.7,75.46,1.65,24768525,17215
"699","Canada",1982,9.2,75.67,1.64,25017501,16556
"700","Canada",1983,8.7,76.04,1.62,25272656,16834
"701","Canada",1984,8.3,76.33,1.62,25546736,17622
"702","Canada",1985,8,76.31,1.61,25848173,18249
"703","Canada",1986,7.7,76.46,1.59,26181342,18453
"704","Canada",1987,7.5,76.76,1.58,26541981,18977
"705","Canada",1988,7.2,76.82,1.6,26919036,19642
"706","Canada",1989,7.1,77.09,1.66,27296517,19877
"707","Canada",1990,6.8,77.4,1.72,27662440,19652
"708","Canada",1991,6.6,77.6,1.71,28014102,19000
"709","Canada",1992,6.4,77.7,1.71,28353843,18936
"710","Canada",1993,6.1,77.8,1.68,28680921,19158
"711","Canada",1994,6,77.9,1.69,28995822,19860
"712","Canada",1995,5.7,78,1.67,29299478,20207
"713","Canada",1996,5.6,78.3,1.63,29590952,20331
"714","Canada",1997,5.4,78.6,1.57,29871092,20992
"715","Canada",1998,5.4,78.8,1.56,30145148,21653
"716","Canada",1999,5.3,79,1.54,30420216,22645
"717","Canada",2000,5.2,79.2,1.51,30701903,23611
"718","Canada",2001,5.3,79.5,1.54,30991344,23808
"719","Canada",2002,5.3,79.6,1.51,31288572,24271
"720","Canada",2003,5.2,79.8,1.54,31596593,24487
"721","Canada",2004,5.2,80.1,1.55,31918582,24996
"722","Canada",2005,5.3,80.2,1.57,32256333,25481
"723","Canada",2006,5.2,80.5,1.61,32611436,25915
"724","Canada",2007,5.1,80.6,1.66,32982275,26187
"725","Canada",2008,5,80.8,1.68,33363256,26067
"726","Canada",2009,5,81.1,1.67,33746559,25057
"727","Canada",2010,4.9,81.3,1.63,34126173,25575
"728","Canada",2011,4.7,81.6,1.61,34499905,25920
"729","Central African Republic",1960,165.5,37.43,5.84,1503501,355
"730","Central African Republic",1961,162.9,37.89,5.87,1529229,367
"731","Central African Republic",1962,160.4,38.36,5.89,1556656,347
"732","Central African Republic",1963,157.6,38.85,5.91,1585765,338
"733","Central African Republic",1964,154.7,39.36,5.93,1616515,338
"734","Central African Republic",1965,151.7,39.92,5.94,1648830,335
"735","Central African Republic",1966,148.6,40.5,5.95,1682874,330
"736","Central African Republic",1967,145.6,41.15,5.95,1718558,339
"737","Central African Republic",1968,142.6,41.84,5.95,1755260,336
"738","Central African Republic",1969,139.8,42.57,5.95,1792150,353
"739","Central African Republic",1970,137,43.36,5.95,1828710,354
"740","Central African Republic",1971,134.5,44.19,5.95,1864757,351
"741","Central African Republic",1972,132.1,45.04,5.95,1900702,344
"742","Central African Republic",1973,129.9,45.91,5.95,1937383,344
"743","Central African Republic",1974,127.9,46.77,5.95,1975968,359
"744","Central African Republic",1975,126,47.6,5.95,2017379,353
"745","Central African Republic",1976,124.2,48.36,5.95,2061552,364
"746","Central African Republic",1977,122.6,49.07,5.95,2108417,369
"747","Central African Republic",1978,121,49.7,5.95,2158844,365
"748","Central African Republic",1979,119.6,50.21,5.95,2213888,347
"749","Central African Republic",1980,118.4,50.61,5.95,2274095,323
"750","Central African Republic",1981,117.4,50.86,5.96,2340259,309
"751","Central African Republic",1982,116.7,50.96,5.96,2411693,323
"752","Central African Republic",1983,116.2,50.95,5.96,2485666,288
"753","Central African Republic",1984,115.9,50.81,5.95,2558432,306
"754","Central African Republic",1985,115.7,50.57,5.94,2627424,310
"755","Central African Republic",1986,115.6,50.21,5.93,2691312,313
"756","Central African Republic",1987,115.5,49.8,5.9,2751163,291
"757","Central African Republic",1988,115.4,49.34,5.87,2809720,290
"758","Central African Republic",1989,115.4,48.86,5.83,2871005,289
"759","Central African Republic",1990,115.3,48.4,5.78,2937832,277
"760","Central African Republic",1991,115.2,48.1,5.73,3010950,269
"761","Central African Republic",1992,115.1,48,5.69,3089141,245
"762","Central African Republic",1993,115.2,47.5,5.65,3170848,239
"763","Central African Republic",1994,115.4,47.2,5.62,3253698,245
"764","Central African Republic",1995,115.4,46.7,5.6,3335840,256
"765","Central African Republic",1996,115.4,46.3,5.57,3417163,240
"766","Central African Republic",1997,115.1,45.9,5.55,3497910,247
"767","Central African Republic",1998,114.7,45.7,5.52,3577028,253
"768","Central African Republic",1999,114.2,45.5,5.49,3653310,256
"769","Central African Republic",2000,113.6,45.3,5.45,3726048,257
"770","Central African Republic",2001,112.9,45.2,5.39,3794677,253
"771","Central African Republic",2002,112.1,45.2,5.33,3859784,247
"772","Central African Republic",2003,111.3,45.2,5.26,3923294,225
"773","Central African Republic",2004,110.4,45.4,5.18,3987896,223
"774","Central African Republic",2005,109.3,45.5,5.09,4055608,225
"775","Central African Republic",2006,108.1,45.8,5,4127112,229
"776","Central African Republic",2007,106.9,46.2,4.9,4202104,234
"777","Central African Republic",2008,105.5,46.8,4.81,4280405,234
"778","Central African Republic",2009,103.6,47.6,4.72,4361492,233
"779","Central African Republic",2010,101.7,47.9,4.63,4444973,237
"780","Central African Republic",2011,99.7,48.1,4.54,4530903,239
"781","Chile",1960,127.6,56.85,5.58,7695692,1830
"782","Chile",1961,121.1,57.23,5.54,7873504,1861
"783","Chile",1962,116.7,57.63,5.46,8054166,1914
"784","Chile",1963,111.9,58.07,5.34,8237555,1986
"785","Chile",1964,105.1,58.54,5.19,8423614,1994
"786","Chile",1965,96.5,59.03,5,8612074,1958
"787","Chile",1966,87.4,59.54,4.8,8802926,2107
"788","Chile",1967,79,60.07,4.59,8995410,2137
"789","Chile",1968,72.7,60.61,4.39,9187592,2171
"790","Chile",1969,69.1,61.17,4.2,9377005,2201
"791","Chile",1970,67.6,61.74,4.02,9561868,2204
"792","Chile",1971,66.7,62.34,3.85,9741579,2359
"793","Chile",1972,65.7,62.98,3.68,9916558,2298
"794","Chile",1973,63.7,63.63,3.5,10087377,2148
"795","Chile",1974,60.4,64.31,3.33,10255074,2165
"796","Chile",1975,55.3,65.02,3.16,10420590,1889
"797","Chile",1976,48.8,65.75,3.01,10584237,1923
"798","Chile",1977,41.7,66.5,2.89,10746328,2059
"799","Chile",1978,35.6,67.25,2.79,10907901,2180
"800","Chile",1979,31.4,67.99,2.72,11070198,2334
"801","Chile",1980,28.2,68.7,2.68,11234340,2487
"802","Chile",1981,25.6,69.36,2.66,11400489,2567
"803","Chile",1982,22.9,69.97,2.65,11569135,2269
"804","Chile",1983,20.8,70.51,2.65,11742057,2151
"805","Chile",1984,19.5,71,2.66,11921407,2287
"806","Chile",1985,18.9,71.42,2.66,12108576,2412
"807","Chile",1986,18.6,71.8,2.66,12304203,2507
"808","Chile",1987,18.4,72.14,2.65,12507488,2629
"809","Chile",1988,18,72.47,2.65,12716508,2774
"810","Chile",1989,17.1,72.79,2.64,12928491,3017
"811","Chile",1990,16,73.1,2.62,13141202,3078
"812","Chile",1991,14.8,74.1,2.6,13354054,3270
"813","Chile",1992,13.7,75,2.56,13566942,3614
"814","Chile",1993,12.7,75.2,2.51,13778676,3808
"815","Chile",1994,11.7,75.3,2.45,13987999,3965
"816","Chile",1995,11,75.4,2.39,14193986,4322
"817","Chile",1996,10.5,75.7,2.32,14396020,4578
"818","Chile",1997,10.2,76.2,2.25,14594070,4814
"819","Chile",1998,10.1,76.6,2.19,14788609,4904
"820","Chile",1999,9.6,76.9,2.14,14980484,4804
"821","Chile",2000,9.2,77.3,2.09,15170387,4957
"822","Chile",2001,8.7,77.4,2.05,15358418,5062
"823","Chile",2002,8.3,77.7,2.01,15544554,5111
"824","Chile",2003,8,77.8,1.99,15729268,5248
"825","Chile",2004,7.9,78,1.96,15913119,5501
"826","Chile",2005,7.7,78.2,1.94,16096571,5671
"827","Chile",2006,7.6,78.2,1.92,16279728,5926
"828","Chile",2007,7.6,78.3,1.9,16462701,6163
"829","Chile",2008,7.6,78.5,1.89,16645940,6296
"830","Chile",2009,7.5,78.5,1.87,16829957,6162
"831","Chile",2010,7.6,78.5,1.86,17015048,6467
"832","Chile",2011,7.5,78.9,1.84,17201305,6780
"833","Colombia",1960,89.3,58.03,6.81,16480384,1153
"834","Colombia",1961,87.6,58.63,6.8,16982313,1178
"835","Colombia",1962,85.9,59.18,6.78,17500166,1206
"836","Colombia",1963,84.3,59.71,6.73,18033548,1204
"837","Colombia",1964,82.6,60.21,6.66,18581972,1246
"838","Colombia",1965,80.9,60.7,6.56,19144220,1246
"839","Colombia",1966,79,61.16,6.42,19721464,1274
"840","Colombia",1967,77.1,61.6,6.25,20311369,1289
"841","Colombia",1968,74.9,62.03,6.05,20905061,1332
"842","Colombia",1969,72.7,62.43,5.83,21490948,1381
"843","Colombia",1970,70.4,62.83,5.6,22061214,1439
"844","Colombia",1971,68.1,63.23,5.37,22611988,1487
"845","Colombia",1972,65.9,63.64,5.15,23146803,1564
"846","Colombia",1973,63.5,64.08,4.96,23674505,1632
"847","Colombia",1974,61,64.53,4.78,24208022,1688
"848","Colombia",1975,58.4,65.04,4.63,24756969,1688
"849","Colombia",1976,55.6,65.58,4.5,25323412,1729
"850","Colombia",1977,52.8,66.17,4.37,25905124,1761
"851","Colombia",1978,50,66.79,4.25,26502172,1867
"852","Colombia",1979,47.2,67.43,4.12,27113510,1923
"853","Colombia",1980,44.6,68.07,3.99,27737905,1957
"854","Colombia",1981,42,68.67,3.87,28375995,1956
"855","Colombia",1982,39.7,69.24,3.74,29027158,1930
"856","Colombia",1983,37.6,69.72,3.63,29687096,1917
"857","Colombia",1984,35.7,70.13,3.53,30350082,1938
"858","Colombia",1985,34.1,70.48,3.43,31011686,1955
"859","Colombia",1986,32.7,70.74,3.35,31669780,2026
"860","Colombia",1987,31.5,70.96,3.28,32324326,2092
"861","Colombia",1988,30.5,71.14,3.21,32975533,2134
"862","Colombia",1989,29.7,71.32,3.16,33624442,2164
"863","Colombia",1990,28.9,71.5,3.1,34271563,2252
"864","Colombia",1991,28.2,71.1,3.06,34916770,2261
"865","Colombia",1992,27.4,71.1,3.01,35558683,2332
"866","Colombia",1993,26.6,71.4,2.97,36195170,2345
"867","Colombia",1994,25.8,71.6,2.92,36823539,2439
"868","Colombia",1995,25,72,2.87,37441980,2524
"869","Colombia",1996,24.2,72.2,2.82,38049040,2535
"870","Colombia",1997,23.4,72.8,2.78,38645409,2581
"871","Colombia",1998,22.6,73.1,2.73,39234059,2557
"872","Colombia",1999,21.9,73.2,2.68,39819279,2413
"873","Colombia",2000,21.2,73.3,2.64,40403959,2484
"874","Colombia",2001,20.6,73.5,2.6,40988909,2489
"875","Colombia",2002,20,73.7,2.57,41572493,2516
"876","Colombia",2003,19.4,74.5,2.54,42152147,2578
"877","Colombia",2004,18.9,74.7,2.52,42724157,2679
"878","Colombia",2005,18.4,75.1,2.5,43285636,2769
"879","Colombia",2006,17.8,75.3,2.48,43835744,2918
"880","Colombia",2007,17.3,75.9,2.45,44374647,3081
