"","X","age","workclass","fnlwgt","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","income"
"15186",16091,44,"Private",240043,6,"Married-spouse-absent","Adm-clerical","Unmarried","Black","Female",0,0,30,0
"11358",12065,63,"Self-emp-inc",165667,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"28470",30158,56,"Private",158752,14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,50,0
"15960",16919,37,"Private",221850,14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"9660",10264,44,"Private",355728,10,"Separated","Exec-managerial","Not-in-family","White","Male",0,1980,45,0
"8466",9001,58,"Self-emp-not-inc",266707,2,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,2179,18,0
"23985",25413,47,"Private",316101,9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"21393",22668,39,"Private",216256,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,1
"5026",5379,46,"Private",163229,4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"1963",2093,35,"Private",410034,10,"Divorced","Sales","Not-in-family","White","Male",0,0,50,0
"22982",24350,45,"Private",185437,12,"Divorced","Craft-repair","Not-in-family","White","Female",0,0,55,0
"18892",20013,18,"Private",133654,9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"5164",5523,27,"Private",29261,12,"Never-married","Craft-repair","Unmarried","White","Male",0,0,40,0
"1895",2018,57,"Federal-gov",370890,9,"Never-married","Adm-clerical","Not-in-family","White","Male",0,2258,40,0
"3320",3544,43,"Local-gov",105862,10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1902,40,1
"30544",32377,40,"Private",306225,9,"Divorced","Craft-repair","Not-in-family","Asian-Pac-Islander","Female",0,0,40,0
"5155",5514,55,"Private",231738,9,"Divorced","Sales","Not-in-family","White","Female",0,0,40,0
"9093",9666,41,"Private",162189,9,"Never-married","Machine-op-inspct","Own-child","White","Female",1831,0,40,0
"5852",6242,33,"Private",109996,12,"Married-spouse-absent","Prof-specialty","Own-child","White","Female",0,0,40,0
"7829",8328,43,"State-gov",33331,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1977,70,1
"5517",5895,30,"Local-gov",346122,12,"Married-civ-spouse","Protective-serv","Husband","White","Male",5013,0,45,0
"14530",15398,40,"Private",362482,11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"23461",24858,53,"Private",167033,10,"Never-married","Exec-managerial","Not-in-family","Black","Female",0,0,40,0
"846",903,22,"Private",99697,9,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,40,0
"16050",17012,27,"Private",174645,9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"26794",28392,48,"Private",193075,9,"Divorced","Sales","Own-child","White","Female",0,0,20,0
"11355",12062,28,"Private",183802,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,55,0
"1460",1557,23,"Private",315877,13,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,30,0
"4219",4517,19,"Private",184759,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,26,0
"9784",10391,64,"Private",110150,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,0
"4712",5044,44,"State-gov",144125,13,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"4024",4308,54,"Private",133403,10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"6735",7171,24,"Private",117779,13,"Never-married","Exec-managerial","Own-child","White","Male",0,0,40,0
"6889",7330,33,"Private",132832,9,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,0
"3999",4281,30,"Private",488720,11,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"29866",31646,32,"Self-emp-not-inc",112115,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,1
"9950",10567,38,"Private",136137,10,"Married-civ-spouse","Exec-managerial","Other-relative","White","Male",0,0,50,1
"15424",16345,28,"Private",72443,10,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1669,60,0
"20732",21976,57,"Private",79830,9,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,0
"3017",3221,47,"Self-emp-inc",101926,13,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,70,1
"3618",3866,46,"Private",142828,9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,40,1
"1535",1640,54,"Private",206369,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",5178,0,50,1
"28267",29947,38,"Private",64879,10,"Divorced","Sales","Not-in-family","White","Female",0,0,40,0
"20493",21721,42,"Private",109067,13,"Separated","Tech-support","Not-in-family","White","Male",0,0,40,0
"2886",3083,74,"Self-emp-inc",162340,10,"Widowed","Exec-managerial","Unmarried","White","Male",0,0,40,0
"14983",15880,47,"Private",72896,9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"14039",14884,48,"Private",193775,13,"Divorced","Adm-clerical","Own-child","White","Male",0,0,38,1
"11412",12122,60,"Self-emp-not-inc",184362,9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,25,0
"30143",31951,35,"Private",189092,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,1
"5364",5735,49,"Private",200471,2,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"24738",26212,46,"Private",216164,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"2082",2222,57,"State-gov",39380,9,"Separated","Other-service","Not-in-family","White","Female",0,0,35,0
"12178",12925,37,"Private",48093,13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,90,1
"4292",4595,23,"Private",182117,12,"Never-married","Other-service","Own-child","White","Male",0,0,60,0
"5878",6268,18,"Self-emp-not-inc",60981,7,"Never-married","Other-service","Own-child","White","Female",0,0,4,0
"25583",27105,33,"Local-gov",190027,10,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,18,0
"21889",23190,52,"State-gov",101119,7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"8125",8635,32,"Private",29312,6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,80,1
"15050",15948,29,"Local-gov",280344,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"2527",2705,21,"Private",34616,10,"Never-married","Other-service","Own-child","White","Female",0,0,25,0
"10759",11433,29,"Private",166210,10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,55,0
"29464",31219,31,"Private",109055,9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",3137,0,45,0
"18991",20123,46,"Private",70754,4,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,50,0
"20204",21408,22,"Private",125010,11,"Never-married","Priv-house-serv","Not-in-family","White","Female",0,0,30,0
"9499",10091,30,"Private",349148,13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,70,0
"12332",13090,30,"Self-emp-not-inc",226535,4,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,40,0
"30276",32097,25,"Private",391192,11,"Never-married","Craft-repair","Own-child","White","Male",0,0,40,0
"25990",27535,35,"Private",205852,9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,0
"28982",30705,37,"Private",29145,11,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,0
"24688",26161,24,"Private",137591,10,"Never-married","Sales","Own-child","White","Male",0,0,10,0
"23772",25189,58,"State-gov",110199,4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,0
"8141",8653,44,"Private",138077,13,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,32,0
"23162",24539,32,"Private",217304,13,"Never-married","Protective-serv","Not-in-family","Black","Male",0,0,30,0
"29973",31767,22,"Private",120518,9,"Widowed","Adm-clerical","Own-child","White","Female",0,0,40,0
"8922",9483,52,"Private",246936,7,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"12135",12879,56,"Private",131608,10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,1
"24677",26150,40,"Private",174395,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"2345",2506,57,"Self-emp-not-inc",73309,9,"Widowed","Craft-repair","Not-in-family","White","Male",0,0,55,1
"11051",11747,44,"Self-emp-not-inc",98106,10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,0
"13447",14257,20,"Private",132320,10,"Separated","Craft-repair","Not-in-family","White","Male",0,0,40,0
"4762",5095,33,"Private",279524,9,"Divorced","Machine-op-inspct","Not-in-family","White","Female",0,0,40,0
"17688",18741,44,"Self-emp-inc",37997,9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,0
"29473",31229,31,"Private",162160,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,47,0
"30060",31862,27,"Private",180758,10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,30,0
"5361",5732,47,"Self-emp-not-inc",118506,13,"Married-civ-spouse","Exec-managerial","Own-child","White","Male",0,0,60,0
"16468",17448,21,"Private",152246,10,"Never-married","Handlers-cleaners","Own-child","Asian-Pac-Islander","Male",0,0,40,0
"11674",12399,43,"Local-gov",241528,14,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,0
"20538",21769,52,"Federal-gov",37289,14,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,1
"8180",8694,45,"Private",226246,9,"Divorced","Handlers-cleaners","Not-in-family","White","Male",0,0,50,0
"14253",15109,43,"Local-gov",36924,14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,1
"5218",5582,44,"Private",169397,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"11213",11915,57,"Private",223214,9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,0
"22030",23342,46,"Private",345073,9,"Divorced","Exec-managerial","Not-in-family","White","Male",0,0,48,1
"14764",15651,68,"Self-emp-not-inc",198554,10,"Divorced","Transport-moving","Not-in-family","White","Female",0,0,20,0
"1938",2065,60,"Private",156889,10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,0
"23824",25245,27,"Private",105817,13,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,45,0
"12703",13478,34,"Private",168768,12,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,35,0
"29788",31560,33,"Private",133503,9,"Married-civ-spouse","Protective-serv","Husband","White","Male",7688,0,48,1
"8590",9128,41,"Private",139907,6,"Never-married","Handlers-cleaners","Unmarried","White","Male",0,0,50,0
"25744",27274,61,"Self-emp-not-inc",243493,9,"Married-civ-spouse","Other-service","Husband","Black","Male",0,0,12,0
"2497",2672,43,"Private",188291,2,"Never-married","Sales","Own-child","White","Male",0,0,40,0
"26913",28516,35,"Private",287658,12,"Never-married","Transport-moving","Not-in-family","Black","Male",0,0,30,0
"14328",15186,31,"Private",113667,9,"Never-married","Sales","Unmarried","Black","Female",0,0,25,0
"3313",3537,49,"State-gov",183710,16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,1
"10118",10749,35,"Private",33975,12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,0
"25421",26930,41,"Private",32878,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,1
"8404",8932,20,"Private",187158,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,15,0
"17819",18877,39,"Private",163237,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,60,0
"25398",26905,26,"Local-gov",150553,13,"Never-married","Adm-clerical","Own-child","Asian-Pac-Islander","Female",0,0,50,0
"2160",2303,26,"Private",386585,10,"Divorced","Tech-support","Not-in-family","White","Male",0,0,60,0
"21331",22604,20,"Local-gov",194630,10,"Never-married","Other-service","Not-in-family","White","Male",0,0,40,0
"21210",22478,25,"Private",130397,6,"Never-married","Farming-fishing","Unmarried","Amer-Indian-Eskimo","Male",0,0,40,0
"14081",14928,40,"Self-emp-inc",137367,10,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,0,50,0
"13260",14059,28,"Private",224629,14,"Never-married","Exec-managerial","Not-in-family","Other","Male",0,0,30,0
"17061",18074,72,"Private",225780,16,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,30,0
"30494",32325,42,"State-gov",138162,10,"Divorced","Adm-clerical","Own-child","White","Male",0,0,40,0
"6994",7437,21,"Private",246207,10,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,20,0
"6731",7166,20,"State-gov",340475,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,10,0
"12751",13531,39,"Private",174330,9,"Separated","Craft-repair","Unmarried","White","Male",0,0,40,0
"10120",10751,64,"Private",298301,9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,0
"26240",27804,37,"Private",174844,10,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,17,0
"5377",5748,56,"Self-emp-not-inc",172618,13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7688,0,40,1
"14967",15863,21,"Private",265148,9,"Never-married","Handlers-cleaners","Other-relative","White","Male",0,0,38,0
"13037",13829,31,"Private",87950,11,"Divorced","Sales","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,0
"17119",18133,31,"Self-emp-not-inc",108468,15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,60,1
"19906",21093,39,"Private",347814,12,"Never-married","Other-service","Own-child","White","Female",0,0,56,0
"29685",31454,33,"Private",207201,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,55,1
"7043",7490,27,"Private",162343,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,0
"7305",7767,43,"Private",48882,9,"Divorced","Adm-clerical","Other-relative","White","Female",0,0,40,0
"24170",25610,21,"Private",89991,10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,0
"25226",26729,24,"Local-gov",34246,13,"Never-married","Prof-specialty","Not-in-family","Asian-Pac-Islander","Male",0,0,40,0
"3443",3677,44,"Private",100584,9,"Married-civ-spouse","Machine-op-inspct","Husband","Amer-Indian-Eskimo","Male",0,0,40,0
"29217",30956,33,"Private",66278,14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,0
"4469",4788,46,"Private",263568,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"4356",4665,22,"Private",183970,9,"Never-married","Handlers-cleaners","Own-child","Black","Male",0,0,40,0
"28059",29728,58,"Self-emp-not-inc",234841,9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,72,0
"15376",16297,19,"Private",211355,9,"Never-married","Adm-clerical","Own-child","White","Male",0,0,12,0
"4696",5028,33,"Federal-gov",348491,10,"Married-civ-spouse","Exec-managerial","Wife","Black","Female",0,0,40,1
"10562",11221,74,"Private",97167,9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,15,0
"20008",21204,51,"Private",99185,13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,1
"9454",10044,28,"Private",96226,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,0
"10660",11325,65,"Private",113323,12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3818,0,40,0
"4483",4803,25,"Private",290528,9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,0
"19976",21170,48,"Private",117251,9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,32,0
"5611",5994,35,"Private",177121,9,"Divorced","Other-service","Not-in-family","White","Female",0,0,35,0
"28933",30650,45,"Private",155659,9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,1
"27219",28834,41,"Private",77373,10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1848,65,1
"28608",30305,40,"Private",126868,9,"Divorced","Machine-op-inspct","Not-in-family","Black","Male",0,0,40,0
"21938",23244,23,"Private",122272,9,"Never-married","Craft-repair","Own-child","White","Female",0,0,40,0
"11227",11929,45,"Private",249935,13,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,60,0
"23674",25086,46,"Self-emp-not-inc",122206,9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,0
"338",359,42,"Private",111949,9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,0
"28500",30190,64,"Private",153894,13,"Never-married","Sales","Unmarried","White","Female",0,0,40,0
